source,title,description,url,image_url,published_at,tags
Sky News Arabic,توقف العمل في مصفاة نفط رئيسية في ليبيا جراء اشتباكات,توقفت مصفاة نفط رئيسية في غرب ليبيا عن العمل، في أعقاب اندلاع اشتباكات بين مجموعات محلية مسلّحة صباح الأحد تسبّبت بنشوب حرائق في عدّة خزانات، حسبما أعلنت المؤسسة الوطنية للنفط.,https://www.snabusiness.com/article/1762370,/v1/2024/01/14/1685112/800/450/1-1685112.jpg,2024-12-15T13:41:44Z,['ملف ليبيا']
Sky News Arabic,دخان كثيف ملوث فوق الخرطوم.. الأقمار الاصطناعية ترصد السبب,"أظهرت بيانات الأقمار الصناعية التي حللتها وكالة ""أسوشيتد برس""، السبت، أن القتال حول أكبر مصفاة نفط في السودان أشعل النيران فيها، مما أدى إلى انتشار دخان أسود كثيف ملوث فوق الخرطوم عاصمة البلاد.",https://www.skynewsarabia.com/middle-east/1771973,/v1/2025/01/25/1771972/800/450/1-1771972.png,2025-01-25T05:05:04Z,['شرق أوسط']
Sky News Arabic,سامسونغ تواجه أزمة سلامة جديدة بعد فضيحة النوت 7.. ما القصة؟,قالت لجنة سلامة المنتجات الاستهلاكية الأميركية، الجمعة، إن سامسونغ تستدعي أكثر من مليون فرن كهربائي في الولايات المتحدة بعد تقارير عن حرائق عرضية أصابت 40 شخصًا وقتلت حيوانات أليفة.,https://www.snabusiness.com/article/1734570,/v1/2024/08/09/1734569/800/450/1-1734569.jpg,2024-08-09T11:28:28Z,['أخبار الشركات']
Sky News Arabic,"كتاب صادم لضابط إسرائيلي.. يكشف خفايا ""جيش الميليشيات""","نشرت صحيفة ""هآرتس"" الإسرائيلية مقالا للكاتب رونين تال استعرض فيه كتابا من تأليف عقيد احتياط في الجيش الإسرائيلي حمل اسم ""السيف سيفتك بطريقة أو بأخرى"".",https://www.skynewsarabia.com/middle-east/1774258,/v4/2024/09/02/1739074/800/450/1-1739074.JPG,2025-02-03T08:47:11Z,['شرق أوسط']
Sky News Arabic,بعد جحيم لوس أنجلوس.. رياح شديدة البرودة تضرب أميركا,تشير توقعات الأرصاد الجوية إلى موجة أخرى من الصقيع في أجزاء من الولايات المتحدة في الأيام المقبلة، بما في ذلك رياح شديدة البرودة في السهول الواقعة شمالي البلاد، وثلوج وجليد غير معتاد في منطقة الساحل الغربي.,https://www.skynewsarabia.com/world/1770105,/v1/2025/01/18/1770104/800/450/1-1770104.jpg,2025-01-18T19:53:05Z,['مناخ']
Sky News Arabic,سبّاح يضحي بميدالياته لإنقاذ كلبه من حريق في لوس أنجلوس,فقد السباح الأولمبي الأميركي السابق غاري هول جونيور، في حريق باليساديس بلوس أنجلوس، جميع الميداليات التي أحرزها خلال مسيرته الرياضية.,https://www.skynewsarabia.com/varieties/1768132,/v1/2025/01/11/1768131/800/450/1-1768131.jpg,2025-01-10T23:42:46Z,['حوادث وكوارث']
Sky News Arabic,التغير المناخي وانتشار الفئران.. علماء يدقون ناقوس الخطر,ربط علماء ظاهرة التغير المناخي بزيادة انتشار الفئران في عدد من المدن الأميركية، ومدن أخرى خارج الولايات المتحدة.,https://www.skynewsarabia.com/technology/1773922,/v1/2025/02/02/1773921/800/450/1-1773921.jpg,2025-02-02T00:49:06Z,['بيئة']
Sky News Arabic,المخاطر المناخية تؤثّر بشكل متزايد على أسعار النفط,تحتل المخاطر المناخية مثل حرائق الغابات والأعاصير والكوارث الطبيعية، مكانة مهمة بشكل متزايد في تحديد الأسعار في أسواق النفط، في وقت لا يزال العالم يواجه صعوبة في التخلّص من الوقود الأحفوري.,https://www.snabusiness.com/article/1729660,/v1/2024/04/09/1705523/800/450/1-1705523.JPG,2024-07-17T12:07:27Z,['نفط']
Sky News Arabic,جفاف شديد يعود إلى منطقة نهر الأمازون قبل الموعد المتوقع,بدأ حوض الأمازون، الذي يمتلك خُمس المياه العذبة في العالم، موسم الجفاف الذي يشهد انخفاض منسوب العديد من أنهاره بالفعل إلى مستويات منخفضة للغاية، ما دفع الحكومات إلى توقع تدابير طارئة لمعالجة قضايا تتراوح من تعطل الملاحة إلى زيادة حرائق الغابات.,https://www.skynewsarabia.com/technology/1733309,/v1/2024/08/03/1733308/800/450/1-1733308.jpg,2024-08-03T08:45:35Z,['بيئة']
Sky News Arabic,"جحيم لوس أنجلوس مستمر.. تحذير من 4 أيام ""مخيفة""",حذر خبراء الأرصاد الجوية من عودة رياح قوية من الإثنين إلى الخميس، مما يجدد مخاطر تأجج الحرائق في لوس أنجلوس من جديد.,https://www.skynewsarabia.com/world/1770132,/v1/2025/01/18/1770024/800/450/1-1770024.jpg,2025-01-18T23:40:27Z,['حوادث وكوارث']
Sky News Arabic,أسعار النفط ترتفع وسط توقعات شح الإمدادات,ارتفعت أسعار النفط، خلال تعاملات الثلاثاء المبكرة، وسط توقعات بتقلص الإمدادات في ظل تعطل محتمل للإنتاج في كندا بسبب حرائق الغابات، فضلا عن قوة الطلب وتخفيضات طوعية في الإنتاج.,https://www.snabusiness.com/article/1713546,/v1/2024/05/02/1710622/800/450/1-1710622.JPG,2024-05-14T02:53:02Z,['نفط']
Sky News Arabic,"عالم يكشف سر نبوءة ""الأعشاب"" التي أنقذت الكثيرين بلوس أنجلوس",مع الانتشار السريع لحرائق لوس أنجلوس، انتشر اسم إدغار مكغريغور عالم المناخ الشاب الذي تنبأ بالكارثة، وساعدت تنبؤاته إلى إنقاذ مئات الأرواح، والسر في ذلك كانت معلومة بسيطة لكن لا يلحظها سوى عبقري.,https://www.skynewsarabia.com/varieties/1768919,/v1/2025/01/14/1768974/800/450/1-1768974.png,2025-01-14T17:29:54Z,['مناخ']
Sky News Arabic,جدل مشتعل.. كيف يسيطر زوجان مليارديران على ماء كاليفورنيا؟,"انتقادات حادة، طالت ""الزوجين المليارديرين""، الأغنى في لوس أنجلوس، بسبب امتلاكهما لـ60 بالمئة من موارد المياه في المدينة العملاقة، وهو ما عمق أزمة الحرائق التي تلتهم المدينة.",https://www.skynewsarabia.com/world/1768783,/v1/2025/01/14/1768782/800/450/1-1768782.png,2025-01-14T06:14:56Z,['أخبار أميركا']
Sky News Arabic,"""كارثة جديدة"" في شمال كاليفورنيا.. وأمر عاجل بالإخلاء",صدرت أوامر لمئات الأشخاص بالإخلاء في شمال ولاية كاليفورنيا بالولايات المتحدة إثر اندلاع حريق ضخم في أحد أكبر مصانع تخزين البطاريات في العالم عصر الخميس.,https://www.skynewsarabia.com/world/1769738,/v1/2025/01/10/1767904/800/450/1-1767904.jpg,2025-01-17T08:57:37Z,['أخبار أميركا']
Sky News Arabic,"بـ ""أجهزة تدليك"".. شكوك غربية في ""مخطط روسي"" لإشعال طائرات","قال مسؤولون أمنيون غربيون إنهم يعتقدون أن جهازين حارقين، تم شحنهما عبر شركة ""DHL""، كانا جزءًا من عملية روسية سرية تهدف إلى إشعال حرائق على متن طائرات شحن أو ركاب متجهة إلى الولايات المتحدة وكندا، في إطار حملة تخريبية تقودها موسكو ضد واشنطن وحلفائها، بحسب تقرير لصحيفة وول ستريت جورنال.",https://www.skynewsarabia.com/world/1752622,/v1/2024/11/04/1752623/800/450/1-1752623.jpg,2024-11-04T18:16:17Z,['أخبار روسيا']
Sky News Arabic,رياح قوية تؤجج حريقين هائلين في لوس أنجلوس,واجه رجال الإطفاء في لوس أنجلوس بولاية كاليفورنيا الأميركية رياحا قوية وجافة مما أدى إلى تأجيج حريقين هائلين.,https://www.skynewsarabia.com/world/1769365,/v1/2025/01/16/1769364/800/450/1-1769364.jpg,2025-01-16T02:32:12Z,['أخبار أميركا']
Sky News Arabic,"أوكرانيا تهاجم كورسك الروسية بـ""صواريخ أميركية""",تعرضت بلدة لجوف الصغيرة في منطقة كورسك الروسية الحدودية لقصف صاروخي من الجيش الأوكراني للمرة الثانية خلال أيام قليلة، وفقا لما أعلنته السلطات يوم الاثنين.,https://www.skynewsarabia.com/world/1765597,/v1/2024/12/31/1765596/800/450/1-1765596.jpg,2024-12-30T22:42:40Z,['أزمة أوكرانيا']
Sky News Arabic,"لوس أنجلوس.. أجهزة الإطفاء تحقق في سبب ""غير متوقع""",كشفت شركة ساذرن كاليفورنيا إديسون، الجمعة، أن أجهزة الإطفاء تحقق فيما إذا كان حريق اندلع بإحدى ضواحي لوس أنجلوس، والذي لا يزال مشتعلا، راجع إلى مشكلة في البنية التحتية للمرافق التابعة للشركة، مضيفة أنه لم يتم البت في الأمر بعد.,https://www.skynewsarabia.com/world/1768188,/v1/2025/01/11/1768187/800/450/1-1768187.jpg,2025-01-11T10:06:00Z,['حوادث وكوارث']
Sky News Arabic,"المنزل ""المعجزة"".. كشف سبب نجاته من جحيم لوس أنجلوس","أثار المنزل ""المعجزة"" الذي لم يصب بالأذى رغم الحرائق التي التهمت أحياء بأكملها في لوس أنجلوس، دهشة الكثر وسط تساؤلات عن الأسباب التي أبقته سليما في محيط من الخراب والدمار.",https://www.skynewsarabia.com/varieties/1769147,/v2/2025/01/11/1768193/800/450/1-1768193.jpg,2025-01-15T08:41:14Z,['أخبار العالم']
Sky News Arabic,"جحيم لوس أنجلوس.. ""الأعاصير النارية"" تنذر بكارثة غير مسبوقة",في الوقت الذي يواجه فيه رجال الإطفاء في ولاية كاليفورنيا الأميركية تحديات كبيرة بالفعل، قد يتعين عليهم أيضا التعامل مع الأعاصير النارية، وهي ظاهرة نادرة ولكن خطيرة.,https://www.skynewsarabia.com/world/1769081,/v1/2025/01/13/1768496/800/450/1-1768496.jpg,2025-01-15T06:14:27Z,['أخبار أميركا']
Sky News Arabic,"""تحذير"" إلى بوتين بعد تقرير استخباراتي أميركي","أرسل مساعدون للرئيس الأميركي جو بايدن ""تحذيرا"" للرئيس الروسي فلاديمير بوتين، من نقل الحرب في أوكرانيا إلى الولايات المتحدة، وفقا لتقرير نشرته صحيفة نيويورك تايمز.",https://www.skynewsarabia.com/world/1768772,/v1/2024/12/16/1762551/800/450/1-1762551.jpg,2025-01-14T05:01:29Z,['أخبار روسيا']
Sky News Arabic,الكونغرس الأميركي يكشف عن تشريع مؤقت لتجنب الإغلاق الحكومي,كشف كبار الجمهوريين والديمقراطيين في الكونغرس الأميركي عن تشريع مؤقت للحفاظ على تمويل الوكالات الاتحادية حتى 14 مارس، وهو ما من شأنه أن يجنب الحكومة إغلاقا جزئيا يبدأ يوم السبت في حال عدم إقرار التشريع.,https://www.snabusiness.com/article/1762983,/v2/2020/12/03/1397720/800/450/1-1397720.jpg,2024-12-18T06:21:59Z,['اقتصاد']
Sky News Arabic,النيران تلتهم غابات تركيا.. ورجال الإطفاء يكافحون لإخمادها,قال وزير الزراعة والغابات التركي إبراهيم يومقلي، الجمعة، إن رجال الإطفاء الذين يعملون على احتواء أربعة حرائق غابات منفصلة في البلاد تمكنوا من احتواء أحدها والسيطرة على آخر بشكل جزئي، مضيفا أن الجهود تتواصل للتعامل مع الحريقين المتبقيين.,https://www.skynewsarabia.com/world/1735958,/v1/2023/11/25/1672895/800/450/1-1672895.jpg,2024-08-16T07:51:28Z,['أخبار تركيا']
Sky News Arabic,فيديو: النيران تلتهم خيام النازحين في المواصي بغزة,أفادت وسائل إعلام فلسطينية بمقتل 7 فلسطينيين وإصابة العشرات بجروح، مساء الأحد، جرّاء استهداف الطيران الإسرائيلي لعدد من خيام النازحين بالقرب من المستشفى البريطاني في منطقة المواصي غرب خان يونس جنوب قطاع غزة,https://www.skynewsarabia.com/middle-east/1763966,/v1/2024/12/23/1763964/800/450/1-1763964.JPG,2024-12-22T22:26:24Z,['أخبار فلسطين']
Sky News Arabic,قصف خيام النازحين في رفح.. إسرائيل تكشف نتائج التحقيق الأولي,أعلن الجيش الإسرائيلي، الثلاثاء، أن التحقيق الأولي في الغارة التي أدت إلى نشوب حرائق راح ضحيتها العشرات في مدينة رفح جنوبي قطاع غزة، خلص إلى أن الحرائق نجمت عن انفجار ثانوي.,https://www.skynewsarabia.com/middle-east/1717464,/v1/2024/05/28/1717463/800/450/1-1717463.jpg,2024-05-28T14:10:28Z,['شرق أوسط']
Sky News Arabic,قتلى فلسطينيون بغارات إسرائيلية جنوبي قطاع غزة,قتل 7 فلسطينيين وأصيب العشرات في غارة إسرائيلية على منطقة المواصي غربي خان يونس جنوبي قطاع غزة.,https://www.skynewsarabia.com/middle-east/1763997,/v1/2024/12/11/1761326/800/450/1-1761326.jpg,2024-12-23T05:27:29Z,['أخبار فلسطين']
Sky News Arabic,أوكرانيا: روسيا أطلقت 113 مسيرة في هجوم ليلي,قالت القوات الجوية الأوكرانية، اليوم السبت، إن روسيا هاجمت البلاد باستخدام 113 طائرة مسيرة خلال ساعات الليل.,https://www.skynewsarabia.com/world/1763735,/v1/2024/10/30/1751377/800/450/1-1751377.JPG,2024-12-21T08:33:08Z,['أزمة أوكرانيا']
Sky News Arabic,جراء هجوم أوكراني.. توقف العمليات مؤقتا بمطار قازان الروسي,"قالت الوكالة الاتحادية للنقل الجوي في روسيا ""روسافياتسيا""، عبر تطبيق تلغرام للمراسلة، اليوم السبت إن مطار قازان علق رحلات الوصول والمغادرة في أعقاب هجوم أوكراني بطائرات مسيرة على المدينة.",https://www.skynewsarabia.com/world/1763718,/v1/2024/09/10/1740676/800/450/1-1740676.jpg,2024-12-21T07:43:39Z,['أزمة أوكرانيا']
Sky News Arabic,سكاي نيوز عربية تتجول في أحد مصانع الكبتاغون بريف دمشق,تجولت مراسلة سكاي نيوز عربية في مصنع لإنتاج حبوب الكبتاغون وأنواع أخرى من المخدرات تم اكتشاف في مدينة دوما بريف دمشق.,https://www.skynewsarabia.com/middle-east/1762273,/v1/2024/12/15/1762272/800/450/1-1762272.jpg,2024-12-15T06:01:49Z,['أخبار سوريا']
Sky News Arabic,دراسة: صيف 2023 الأكثر سخونة منذ نحو 2000 عام,خلص بحث جديد إلى أن القيظ الشديد في صيف 2023 بالنصف الشمالي من الكرة الأرضية والذي تسبب في حرائق غابات بمنطقة البحر المتوسط وانهيار طرق في ولاية تكساس بالولايات المتحدة وإجهاد شبكات الكهرباء في الصين جعل صيف العام الماضي ليس الأعلى حرارة منذ بدء السجلات فحسب، بل الأكثر سخونة منذ حوالي 2000 عام.,https://www.skynewsarabia.com/technology/1713984,/v1/2023/09/08/1651289/800/450/1-1651289.jpg,2024-05-15T07:37:15Z,['بيئة']
Sky News Arabic,تحذير جوي في عموم أوكرانيا.. وإحباط خطف هليكوبتر روسية,أطلقت السلطات الأوكرانية في وقت مبكر الإثنين تحذيرا من هجمات جوية روسية في عموم أنحاء البلاد، بعيد إعلانها مقتل 6 أشخاص على الأقل في ضربات شنّتها موسكو على مدينتي ميكولاييف وزابوريجيا في جنوب البلاد.,https://www.skynewsarabia.com/world/1754124,/v1/2022/03/26/1510310/800/450/1-1510310.jpg,2024-11-11T06:00:00Z,['أزمة أوكرانيا']
Sky News Arabic,تكلفة الصراع بين تل أبيب وحزب الله على لبنان وإسرائيل,توقف إطلاق النار بين إسرائيل وجماعة حزب الله اللبنانية بموجب اتفاق يستهدف إنهاء قتال أشعلته حرب غزة واستمر أكثر من عام.,https://www.skynewsarabia.com/middle-east/1758029,/v1/2024/11/27/1758021/800/450/1-1758021.jpg,2024-11-27T11:19:54Z,['أخبار لبنان']
Sky News Arabic,وفاة جندي أميركي أصيب في عملية الرصيف البحري بغزة,أعلن الجيش الأميركي، الاثنين، وفاة جندي كان في حالة حرجة بعد إصابته في مهمة غير قتالية أثناء دعم رصيف الجيش قبالة ساحل قطاع غزة.,https://www.skynewsarabia.com/world/1752674,/v2/2024/05/01/1710360/800/450/1-1710360.jpg,2024-11-05T04:39:09Z,['أخبار أميركا']
Sky News Arabic,حزب الله يعلن استهداف كتيبة إسرائيلية بالكاتيوشا,أعلن حزب الله، السبت، أنه استهدف مركز كتيبة يتبع للواء غولاني بصلية من صواريخ الكاتيوشا.,https://www.skynewsarabia.com/middle-east/1743256,/v1/2024/09/21/1743251/800/450/1-1743251.jpg,2024-09-21T12:06:21Z,['شرق أوسط']
Sky News Arabic,حزب الله وإسرائيل.. تفاهمات قيد الاختبار,شهدت الساحة اللبنانية الإسرائيلية تصعيدًا ميدانيًا عنيفًا، بالتزامن مع جهود دولية مكثفة لوقف إطلاق النار.,https://www.skynewsarabia.com/middle-east/1757505,/v1/2024/11/25/1757503/800/450/1-1757503.jpg,2024-11-25T15:02:20Z,['أخبار إسرائيل']
Sky News Arabic,الهجوم الصاروخي الأوسع.. رسالة من حزب الله لإسرائيل,في هجوم صاروخي هو الأوسع لحزب الله، قال الجيش الإسرائيلي، الأربعاء، إن حزب الله أطلق أكثر من 90 صاروخاً من لبنان على الجليل الأعلى ووفقاً للجيش الإسرائيلي، فإنه تم اعتراض بعض الصواريخ.,https://www.skynewsarabia.com/middle-east/1747247,/v1/2024/10/10/1747260/800/450/1-1747260.jpg,2024-10-10T06:19:28Z,['شرق أوسط']
Sky News Arabic,بيروت.. عشرات المباني سويت بالأرض جراء الغارات الإسرائيلية,أفادت وسائل إعلام لبنانية بأن عشرات المباني في الضاحية الجنوبية لبيروت سويت بالأرض جراء الغارات الإسرائيلية فجر اليوم الجمعة.,https://www.skynewsarabia.com/middle-east/1751942,/v1/2024/11/01/1751940/800/450/1-1751940.JPG,2024-11-01T04:42:31Z,['أخبار لبنان']
Sky News Arabic,غارات إسرائيلية على عدد من البلدات جنوب لبنان,شن الطيران الحربي الإسرائيلي بعد ظهر يوم السبت، سلسلة غارات استهدفت عددا من المناطق في جنوب لبنان، وقصفت المدفعية الإسرائيلية عددا من البلدات الجنوبية.,https://www.skynewsarabia.com/middle-east/1750573,/v1/2024/10/05/1746219/800/450/1-1746219.jpg,2024-10-26T15:43:49Z,['أخبار لبنان']
Sky News Arabic,"إنقاذ ناقلة النفط المشتعلة قبالة اليمن ""على وشك أن يبدأ""","أعلنت مهمة ""أسبيدس"" التابعة للاتحاد الأوروبي، الإثنين، أن إنقاذ ناقلة النفط التي لا تزال مشتعلة بعد تعرضها لهجوم من الحوثيين قبالة اليمن ""على وشك أن يبدأ"".",https://www.skynewsarabia.com/middle-east/1739314,/v1/2024/08/30/1738609/800/450/1-1738609.jpg,2024-09-03T03:18:35Z,['التمرد الحوثي']
Sky News Arabic,"""لسنا شبكة عنكبوت"".. ماذا يقصد نتنياهو في أحدث فيديو له؟","استخدم رئيس الوزراء الإسرائيلي بنيامين نتنياهو تعبير ""شبكة العنكبوت""، وذلك خلال حديثه عن الضربة التي وجهها الجيش الإسرائيلي لمعقل حزب الله اللبناني في الضاحية الجنوبية لبيروت، الجمعة.",https://www.skynewsarabia.com/middle-east/1744723,/v1/2024/09/28/1744722/800/450/1-1744722.JPG,2024-09-28T02:12:50Z,['أخبار إسرائيل']
Sky News Arabic,النفط يختتم التعاملات على ارتفاع مع تراجع المخزونات بأميركا,ارتفعت أسعار النفط عند التسوية، الأربعاء، مدعومة بتراجع كبير لمخزونات الخام والوقود الأميركية، لكنها ظلت قريبة من أدنى مستوياتها في ستة أسابيع بسبب مخاوف من ضعف الطلب العالمي.,https://www.snabusiness.com/article/1731217,/v1/2023/05/26/1624391/800/450/1-1624391.JPG,2024-07-24T19:29:18Z,['نفط']
Sky News Arabic,مسؤول دفاعي: الضربات التي تلقاها حزب الله لن تدفعه للتراجع,أفاد مسؤول دفاعي أميركي لسكاي نيوز عربية بأن التقييم الاستخباراتي للوضع في لبنان يشير إلى أن الضربات التي تلقاها حزب الله من إسرائيل لن تدفعه إلى التراجع.,https://www.skynewsarabia.com/middle-east/1743934,/v1/2024/09/25/1743933/800/450/1-1743933.JPG,2024-09-24T20:14:23Z,['أخبار لبنان']
Sky News Arabic,تقرير: مستوى قياسي لانبعاثات الكربون العالمية في 2024,قال علماء، اليوم الأربعاء، إن انبعاثات ثاني أكسيد الكربون العالمية، بما يشمل تلك الناتجة عن حرق الوقود الأحفوري، تتجه لتسجيل مستوى قياسي مرتفع هذا العام لينحرف العالم أكثر عن مساره الهادف لتجنب المزيد من الظواهر المناخية المتطرفة المدمرة.,https://www.skynewsarabia.com/technology/1754631,/v1/2024/11/12/1754485/800/450/1-1754485.jpg,2024-11-13T05:09:43Z,['أخبار العالم']
Sky News Arabic,"فصائل عراقية تعلن استهداف ""هدفا حيويا"" في إسرائيل","أعلنت فصائل عراقية موالية لإيران أنها استهدفت ""هدفا حيويا"" في إسرائيل بواسطة الطيران المسيّر صباح الأحد.",https://www.skynewsarabia.com/middle-east/1743377,/v2/2024/03/24/1702023/800/450/1-1702023.jpg,2024-09-22T07:44:19Z,['شرق أوسط']
Sky News Arabic,بالصور.. الجفاف يقتل الدلافين في نهر الأمازون,تسبب أسوأ جفاف على الإطلاق في انخفاض منسوب المياه بأنهار حوض نهر الأمازون إلى مستويات لم يسبق لها مثيل، بينما جفت بعض مجاري الأنهار التي كانت تُستخدم في الملاحة سابقا.,https://www.skynewsarabia.com/varieties/1742583,/v1/2024/09/18/1742579/800/450/1-1742579.JPG,2024-09-18T12:19:21Z,['مناخ']
Sky News Arabic,قبل افتتاح الأولمبياد.. مخربون يهاجمون خطوط سكك حديد بفرنسا,استهدف مخربون شبكة القطارات فائقة السرعة في فرنسا بسلسلة من الممارسات المنسقة التي تسببت في أعطال كبيرة ببعض خطوط السكك الحديدية الأكثر ازدحاما في البلاد قبيل حفل افتتاح دورة الألعاب الأولمبية 2024 في باريس اليوم الجمعة.,https://www.snabusiness.com/article/1731591,/v1/2024/07/26/1731589/800/450/1-1731589.jpg,2024-07-26T10:27:00Z,['اقتصاد']
Sky News Arabic,لبنان.. إصابات باستهداف دراجة نارية بمسيرة إسرائيلية,سارعت إسرائيل، اليوم السبت، إلى الرد على القصف المكثف من جنوب لبنان باتجاه الجليل الأعلى، الذي استهدف للمرة الأولى مناطق مأهولة في شمال إسرائيل، بقصف استهدف دراجة نارية.,https://www.skynewsarabia.com/middle-east/1736147,/v6/2024/05/15/1713949/800/450/1-1713949.jpg,2024-08-17T10:15:20Z,['أخبار لبنان']
Sky News Arabic,إصابة سفينة بأضرار جراء هجوم قبالة سواحل اليمن,أُصيبت سفينة بأضرار، الخميس، إثر تعرّضها لهجوم بمقذوف قبالة سواحل الحُديدة الساحلية اليمنية الخاضعة لسيطرة المتمردين الحوثيين، وفق ما أفادت هيئة عمليات التجارة البحرية البريطانية (يو كاي إم تي أو).,https://www.skynewsarabia.com/middle-east/1747256,/v4/2024/01/26/1688599/800/450/1-1688599.jpg,2024-10-10T06:00:28Z,['أخبار اليمن']
Sky News Arabic,حرائق لوس أنجلوس تجبر مشاهير من هوليوود على ترك منازلهم,"أجبرت حرائق الغابات التي اجتاحت حي ""باسيفيك باليساديس"" في مدينة لوس أنجلوس الأميركية، العديد من نجوم هوليوود، ومن بينهم مارك هاميل وماندي مور وجيمس وودز، على إخلاء منازلهم.",https://www.skynewsarabia.com/varieties/1767517,/v1/2025/01/08/1767516/800/450/1-1767516.JPG,2025-01-08T17:45:27Z,['حوادث وكوارث']
Sky News Arabic,مقتل 24 شخصا على الأقل في حرائق لوس أنجلوس.. وأضرار مادية,قضى حتى الآن أربعة وعشرون شخصا على الأقل في حرائق لوس أنجلوس، لكن السلطات ترجح ارتفاع رقم الضحايا في ظل استمرار محاولة احتواء الحرائق..,https://www.skynewsarabia.com/video/1768879,/v1/2025/01/14/1768910/800/450/1-1768910.jpg,2025-01-14T12:28:35Z,['أخبار أميركا']
Sky News Arabic,حرائق كاليفورنيا.. تعرف على مسار النار وحجم الدمار والضحايا,دمرت الحرائق في كاليفورنيا أحياء بأكملها، وأسفرت عن مقتل العشرات وأجبرت آلاف السكان على الإخلاء.,https://www.skynewsarabia.com/world/1769126,/v1/2025/01/15/1769125/800/450/1-1769125.jpg,2025-01-15T07:53:03Z,['أخبار العالم']
Sky News Arabic,"حرائق لوس أنجلوس..تحذير بالإخلاء للآلاف ووقف جوائز ""هوليوود""",وجهت السلطات في مدينة لوس أنجلوس الأميركية يوم الثلاثاء تحذيرات لما يقرب من 85 ألف شخص بإمكانية الإخلاء، في الوقت الذي تسببت فيه الحرائق بوقف موسم جوائز هوليوود مؤقتا.,https://www.skynewsarabia.com/world/1769024,/v1/2025/01/15/1769023/800/450/1-1769023.JPG,2025-01-14T22:22:56Z,['أخبار أميركا']
Sky News Arabic,إنفوغرافيك.. حرائق كاليفورنيا أرقام وخريطة وصور,التهم حريقا غابات ضخمين يهددان مدينة لوس انجليس الأمريكية من الشرق والغرب نحو 10 آلاف منزل ومباني أخرى وظلت النيران تستعر أمس الخميس لثالث ليلة حتى مع هدوء الرياح العاتية.,https://www.skynewsarabia.com/world/1767979,/v1/2025/01/10/1767977/800/450/1-1767977.jpg,2025-01-10T10:47:15Z,['أخبار أميركا']
Sky News Arabic,"حرائق لوس أنجلوس.. ""خطر داهم"" من وراء إلقاء مياه البحر",يراقب العلماء عملية إلقاء مياه البحر لإطفاء الحرائق التي تشهدها لوس أنجلوس عن كثب، لتقييم أضرارها على معدات مكافحة الحرائ الأراضي الزراعية.,https://www.skynewsarabia.com/world/1768950,/v1/2025/01/13/1768496/800/450/1-1768496.jpg,2025-01-14T16:42:51Z,['حوادث وكوارث']
Sky News Arabic,حرائق لوس أنجلوس.. الأعلى تكلفة في التاريخ الحديث,ارتفع عدد قتلى الحرائق الهائلة في لوس أنجلوس إلى 25 قتيلا، فيما بقي 16 شخصا في عداد المفقودين، بينما ذكرت تقديرات بأن إجمالي الخسائر الناجمة عن الحرائق في ولاية كاليفورنيا بلغت نحو 275 مليار دولار.,https://www.skynewsarabia.com/infographic/1769178,/v1/2025/01/15/1769171/800/450/1-1769171.jpg,2025-01-15T10:32:28Z,['أخبار أميركا']
Sky News Arabic,"فيديو.. ""وحوش المياه"" في مواجهة حرائق لوس أنجلوس المستعرة","تعتبر طائرات ""سوبر سكوبيرز CL-415"" واحدة من أكثر الطائرات فعالية في مكافحة حرائق الغابات، وتستخدم حاليا في كاليفورنيا للمساعدة في السيطرة على الحرائق المستعرة.",https://www.skynewsarabia.com/world/1768624,/v1/2025/01/13/1768623/800/450/1-1768623.png,2025-01-13T11:09:34Z,['أخبار أميركا']
Sky News Arabic,مخاوف من توسع رقعة حرائق كاليفورنيا مع اشتداد الريح,"قالت مديرة الوكالة الاتحادية لإدارة الطوارئ في الولايات المتحدة ""ديان كريسويل""، إن قوات الجيش الأميركي على أهبة الاستعداد للانتشار من أجل احتواء حرائق الغابات التي تجتاح مدينة لوس أنجلوس منذ الأسبوع الماضي.",https://www.skynewsarabia.com/video/1768548,/v1/2025/01/13/1768555/800/450/1-1768555.jpg,2025-01-13T07:36:17Z,['أخبار أميركا']
Sky News Arabic,"""رياح عاتية"" قادمة.. إنذار باتساع رقعة حرائق لوس أنجلوس",من المتوقع أن تعاود رياح عاتية الهبوب على لوس أنجلوس، مما يعرض للخطر جهود احتواء حريقين هائلين في الغابات دمرا أحياء بأكملها وأوديا بحياة ما لا يقل عن 20 شخصا وأحرقا منطقة بحجم واشنطن العاصمة.,https://www.skynewsarabia.com/world/1768745,/v1/2025/01/13/1768555/800/450/1-1768555.jpg,2025-01-13T21:00:55Z,['حوادث وكوارث']
Sky News Arabic,حرائق لوس أنجلوس.. هل يدخل الجيش الأميركي على الخط؟,قالت ديان كريسويل، مديرة الوكالة الاتحادية لإدارة الطوارئ في الولايات المتحدة، الأحد، إن قوات الجيش الأميركي على أهبة الاستعداد للانتشار من أجل احتواء حرائق غابات تجتاح مدينة لوس أنجلوس منذ الأسبوع الماضي.,https://www.skynewsarabia.com/varieties/1768461,/v1/2025/01/12/1768473/800/450/1-1768473.jpg,2025-01-12T19:47:15Z,['أخبار أميركا']
