source,author?,title,content,description?,url,image_url?,published_at,tags
France 24,No Author,الولايات المتحدة تعلن تصفية قيادي رفيع في تنظيم تابع للقاعدة في سوريا,No Content,No Description,https://www.france24.com/ar/%D8%A7%D9%84%D8%B4%D8%B1%D9%82-%D8%A7%D9%84%D8%A3%D9%88%D8%B3%D8%B7/20250217-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D8%AA%D8%B9%D9%84%D9%86-%D8%AA%D8%B5%D9%81%D9%8A%D8%A9-%D9%82%D9%8A%D8%A7%D8%AF%D9%8A-%D8%B1%D9%81%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AA%D9%86%D8%B8%D9%8A%D9%85-%D8%AA%D8%A7%D8%A8%D8%B9-%D9%84%D9%84%D9%82%D8%A7%D8%B9%D8%AF%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7,https://s.france24.com/media/display/00676cf2-f8f0-11ee-a1ba-005056bfb2b6/w:720/p:16x9/000_34LG3LU.jpg,No Published Date,الشرق الأوسط
France 24,No Author,"""المجمع المقدس"" و""الوحشي"" يتصدران حفل بافتا بأربع جوائز لكل منهما",No Content,No Description,https://www.france24.com/ar/%D8%AB%D9%82%D8%A7%D9%81%D8%A9/20250217-%D8%A7%D9%84%D9%85%D8%AC%D9%85%D8%B9-%D8%A7%D9%84%D9%85%D9%82%D8%AF%D8%B3-%D9%88-%D8%A7%D9%84%D9%88%D8%AD%D8%B4%D9%8A-%D9%8A%D8%AA%D8%B5%D8%AF%D8%B1%D8%A7%D9%86-%D8%AD%D9%81%D9%84-%D8%A8%D8%A7%D9%81%D8%AA%D8%A7-%D8%A8%D8%A3%D8%B1%D8%A8%D8%B9-%D8%AC%D9%88%D8%A7%D8%A6%D8%B2-%D9%84%D9%83%D9%84-%D9%85%D9%86%D9%87%D9%85%D8%A7,https://s.france24.com/media/display/90d4dab6-ecb7-11ef-98d1-005056a97e36/w:720/p:16x9/000_36Y23GX.jpg,No Published Date,ثقافة
France 24,No Author,"""الأمن الأوروبي"" والحرب في أوكرانيا أهم ملفات اجتماع باريس",No Content,No Description,https://www.france24.com/ar/%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D8%A7/20250217-%D8%A7%D9%84%D8%A3%D9%85%D9%86-%D8%A7%D9%84%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D9%8A-%D9%88%D8%A3%D9%88%D9%83%D8%B1%D8%A7%D9%86%D9%8A%D8%A7-%D9%81%D9%8A-%D8%B5%D9%84%D8%A8-%D9%85%D9%84%D9%81%D8%A7%D8%AA-%D9%82%D9%85%D8%A9-%D8%A8%D8%A7%D8%B1%D9%8A%D8%B3-%D8%A7%D9%84%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D9%8A%D8%A9,https://s.france24.com/media/display/d1fc4036-ebe2-11ef-a181-005056bfb2b6/w:720/p:16x9/000_36XP9HY.jpg,No Published Date,أوروبا
France 24,No Author,حوار حصري مع فرانس24: وزير الخارجية السوداني يؤكد غياب قوات الدعم السريع عن الحوار الوطني المرتقب,No Content,No Description,https://www.france24.com/ar/%D8%A3%D9%81%D8%B1%D9%8A%D9%82%D9%8A%D8%A7/20250216-%D8%AD%D9%88%D8%A7%D8%B1-%D8%AD%D8%B5%D8%B1%D9%8A-%D9%85%D8%B9-%D9%81%D8%B1%D8%A7%D9%86%D8%B324-%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A-%D9%8A%D8%A4%D9%83%D8%AF-%D8%BA%D9%8A%D8%A7%D8%A8-%D8%A7%D9%84%D8%AF%D8%B9%D9%85-%D8%A7%D9%84%D8%B3%D8%B1%D9%8A%D8%B9-%D8%B9%D9%86-%D8%A7%D9%84%D8%AD%D9%88%D8%A7%D8%B1-%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A-%D8%A7%D9%84%D9%85%D8%B1%D8%AA%D9%82%D8%A8,https://s.france24.com/media/display/ac519346-ebff-11ef-81fb-005056a97e36/w:720/p:16x9/AR_20250215_234123_235320_CS.jpg,No Published Date,"حوار


                                    أفريقيا"
France 24,No Author,كوماك... شركة صينية تسعى لكسر احتكار بوينغ وإيرباص عالم الطيران,No Content,No Description,https://www.france24.com/ar/%D8%A2%D8%B3%D9%8A%D8%A7/20250213-%D9%83%D9%88%D9%85%D8%A7%D9%83-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D9%84%D8%B5%D9%8A%D9%86-%D8%B3%D9%8A-919-%D8%A7%D8%AD%D8%AA%D9%83%D8%A7%D8%B1-%D8%A8%D9%88%D9%8A%D9%86%D8%BA-%D8%A5%D9%8A%D8%B1%D8%A8%D8%A7%D8%B5-%D8%B7%D8%A7%D8%A6%D8%B1%D8%A9,https://s.france24.com/media/display/27674af6-e955-11ef-99ce-005056a97e36/w:720/p:16x9/000_34JR8J4.jpg,No Published Date,"تحليل


                                    آسيا"
France 24,No Author,"فرنسا: عنف جنسي في مدرسة بيتارام الكاثوليكية... هل كان فرانسوا بايرو ""يجهل ما يحدث""؟",No Content,No Description,https://www.france24.com/ar/%D9%81%D8%B1%D9%86%D8%B3%D8%A7/20250214-%D9%81%D8%B1%D9%86%D8%B3%D8%A7-%D8%B9%D9%86%D9%81-%D8%AC%D9%86%D8%B3%D9%8A-%D9%85%D8%AF%D8%B1%D8%B3%D8%A9-%D8%A8%D9%8A%D8%AA%D8%A7%D8%B1%D8%A7%D9%85-%D9%83%D8%A7%D8%AB%D9%88%D9%84%D9%8A%D9%83%D9%8A%D8%A9-%D9%81%D8%B1%D8%A7%D9%86%D8%B3%D9%88%D8%A7-%D8%A8%D8%A7%D9%8A%D8%B1%D9%88-%D8%A7%D9%86%D8%AA%D9%87%D8%A7%D9%83%D8%A7%D8%AA-%D8%AA%D8%B3%D8%AA%D8%B1,https://s.france24.com/media/display/ad4ac546-ea20-11ef-a1f7-005056bfb2b6/w:720/p:16x9/000_36XM7GP.jpg,No Published Date,فرنسا
France 24,No Author,هل ألقت الأزمة الدبلوماسية بين الجزائر وفرنسا بظلالها على الصادرات الفرنسية؟,No Content,No Description,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D9%85%D8%BA%D8%A7%D8%B1%D8%A8%D9%8A%D8%A9/20250214-%D8%A7%D9%84%D8%A3%D8%B2%D9%85%D8%A9-%D8%A7%D9%84%D8%AF%D8%A8%D9%84%D9%88%D9%85%D8%A7%D8%B3%D9%8A%D8%A9-%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1-%D9%81%D8%B1%D9%86%D8%B3%D8%A7-%D8%B2%D8%B1%D8%A7%D8%B9%D8%A9-%D8%B5%D8%A7%D8%AF%D8%B1%D8%A7%D8%AA,https://s.france24.com/media/display/653199b6-9242-11ed-88c1-005056a90321/w:720/p:16x9/Macron-Tebboun.jpg,No Published Date,الأخبار المغاربية
France 24,No Author,"قمة لقادة عرب في الرياض لبحث الرد على ""خطة ترامب"" حول غزة",No Content,No Description,https://www.france24.com/ar/%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7/20250214-%D9%82%D9%85%D8%A9-%D9%84%D9%82%D8%A7%D8%AF%D8%A9-%D8%B9%D8%B1%D8%A8-%D9%81%D9%8A-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%84%D8%A8%D8%AD%D8%AB-%D8%A7%D9%84%D8%B1%D8%AF-%D8%B9%D9%84%D9%89-%D8%AE%D8%B7%D8%A9-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D8%AD%D9%88%D9%84-%D8%BA%D8%B2%D8%A9,No Image URL,No Published Date,أمريكا
France 24,No Author,النمسا: هجوم بسكين يسفر عن قتيل وخمسة جرحى وسط مدينة فيلاخ جنوب البلاد,No Content,No Description,https://www.france24.com/ar/%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D8%A7/20250215-%D8%A7%D9%84%D9%86%D9%85%D8%B3%D8%A7-%D9%87%D8%AC%D9%88%D9%85-%D8%A8%D8%B3%D9%83%D9%8A%D9%86-%D9%8A%D8%B3%D9%81%D8%B1-%D8%B9%D9%86-%D9%82%D8%AA%D9%8A%D9%84-%D9%88%D8%A3%D8%B1%D8%A8%D8%B9%D8%A9-%D8%AC%D8%B1%D8%AD%D9%89-%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%A8%D9%84%D8%A7%D8%AF,No Image URL,No Published Date,أوروبا
France 24,No Author,"فرنسا: عنف جنسي في مدرسة بيتارام الكاثوليكية... هل كان فرانسوا بايرو ""يجهل ما يحدث""؟",No Content,No Description,https://www.france24.com/ar/%D9%81%D8%B1%D9%86%D8%B3%D8%A7/20250214-%D9%81%D8%B1%D9%86%D8%B3%D8%A7-%D8%B9%D9%86%D9%81-%D8%AC%D9%86%D8%B3%D9%8A-%D9%85%D8%AF%D8%B1%D8%B3%D8%A9-%D8%A8%D9%8A%D8%AA%D8%A7%D8%B1%D8%A7%D9%85-%D9%83%D8%A7%D8%AB%D9%88%D9%84%D9%8A%D9%83%D9%8A%D8%A9-%D9%81%D8%B1%D8%A7%D9%86%D8%B3%D9%88%D8%A7-%D8%A8%D8%A7%D9%8A%D8%B1%D9%88-%D8%A7%D9%86%D8%AA%D9%87%D8%A7%D9%83%D8%A7%D8%AA-%D8%AA%D8%B3%D8%AA%D8%B1,No Image URL,No Published Date,فرنسا
France 24,No Author,البيت الأبيض يحظر أسوشيتد برس نهائيا من دخول المكتب الرئاسي وطائرة الرئيس ترامب,No Content,No Description,https://www.france24.com/ar/%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7/20250215-%D8%A7%D9%84%D8%A8%D9%8A%D8%AA-%D8%A7%D9%84%D8%A3%D8%A8%D9%8A%D8%B6-%D8%AD%D8%B8%D8%B1-%D8%A3%D8%B3%D9%88%D8%B4%D9%8A%D8%AA%D8%AF-%D8%A8%D8%B1%D8%B3-%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A7-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D8%AF%D8%AE%D9%88%D9%84-%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8-%D8%A7%D9%84%D8%B1%D8%A6%D8%A7%D8%B3%D9%8A-%D8%B7%D8%A7%D8%A6%D8%B1%D8%A9-%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8,No Image URL,No Published Date,أمريكا
France 24,No Author,"الجيش الإسرائيلي يعلن إعداد ""خطط للهجوم"" وحماس تدعو واشنطن ""لإلزام إسرائيل"" باتفاق الهدنة في غزة",No Content,No Description,https://www.france24.com/ar/%D8%A7%D9%84%D8%B4%D8%B1%D9%82-%D8%A7%D9%84%D8%A3%D9%88%D8%B3%D8%B7/20250215-%F0%9F%94%B4-%D9%85%D8%A8%D8%A7%D8%B4%D8%B1-%D8%AD%D9%85%D8%A7%D8%B3-%D9%88%D8%A7%D9%84%D8%AC%D9%87%D8%A7%D8%AF-%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A-%D9%8A%D8%B3%D9%84%D9%85%D8%A7%D9%86-%D8%AB%D9%84%D8%A7%D8%AB-%D8%B1%D9%87%D8%A7%D8%A6%D9%86-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D9%8A%D9%86-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D8%B5%D9%84%D9%8A%D8%A8-%D8%A7%D9%84%D8%A3%D8%AD%D9%85%D8%B1,No Image URL,No Published Date,الشرق الأوسط
France 24,No Author,"ديدييه ديشان: زيدان ""مرشح طبيعي وجيد للغاية"" لتدريب المنتخب الفرنسي",No Content,No Description,https://www.france24.com/ar/%D8%B1%D9%8A%D8%A7%D8%B6%D8%A9/20250214-%D8%AF%D9%8A%D8%AF%D9%8A%D9%8A%D9%87-%D8%AF%D9%8A%D8%B4%D8%A7%D9%86-%D8%B2%D9%8A%D8%AF%D8%A7%D9%86-%D9%85%D8%B1%D8%B4%D8%AD-%D8%B7%D8%A8%D9%8A%D8%B9%D9%8A-%D9%88%D8%AC%D9%8A%D8%AF-%D9%84%D9%84%D8%BA%D8%A7%D9%8A%D8%A9-%D9%84%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AE%D8%A8-%D8%A7%D9%84%D9%81%D8%B1%D9%86%D8%B3%D9%8A,No Image URL,No Published Date,رياضة
France 24,No Author,"روبيو ونتانياهو يهددان بـ""فتح أبواب الجحيم"" على حماس و""إنهاء المهمة"" في إيران",No Content,No Description,https://www.france24.com/ar/%D8%A7%D9%84%D8%B4%D8%B1%D9%82-%D8%A7%D9%84%D8%A3%D9%88%D8%B3%D8%B7/20250216-%D8%B1%D9%88%D8%A8%D9%8A%D9%88-%D9%88%D9%86%D8%AA%D8%A7%D9%86%D9%8A%D8%A7%D9%87%D9%88-%D9%8A%D9%87%D8%AF%D8%AF%D8%A7%D9%86-%D8%A8%D9%80-%D9%81%D8%AA%D8%AD-%D8%A3%D8%A8%D9%88%D8%A7%D8%A8-%D8%A7%D9%84%D8%AC%D8%AD%D9%8A%D9%85-%D8%B9%D9%84%D9%89-%D8%AD%D9%85%D8%A7%D8%B3-%D9%88-%D8%A5%D9%86%D9%87%D8%A7%D8%A1-%D8%A7%D9%84%D9%85%D9%87%D9%85%D8%A9-%D9%81%D9%8A-%D8%A5%D9%8A%D8%B1%D8%A7%D9%86,No Image URL,No Published Date,الشرق الأوسط
France 24,No Author,في أوكرانيا... على الجبهة الجامدة بسبب حرب المسيرات,No Content,No Description,https://www.france24.com/ar/%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D8%A7/20250214-%D9%81%D9%8A-%D8%A3%D9%88%D9%83%D8%B1%D8%A7%D9%86%D9%8A%D8%A7-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AC%D8%A8%D9%87%D8%A9-%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%AF%D8%A9-%D8%A8%D8%B3%D8%A8%D8%A8-%D8%AD%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%B3%D9%8A%D8%B1%D8%A7%D8%AA,No Image URL,No Published Date,"ريبورتاج


                                    أوروبا"
France 24,No Author,سوريا: ما حقيقة فيديوهات الانتهاكات المنسوبة لهيئة تحرير الشام؟,No Content,No Description,https://www.france24.com//observers.france24.com/ar/برامج/مراقبون/20250213-سوريا-ما-حقيقة-فيديوهات-الانتهاكات-المنسوبة-لهيئة-تحرير-الشام,https://s.observers.france24.com/media/display/c2052754-e9f5-11ef-933a-005056a97e36/w:1280/p:16x9/capture%20d%27ecran%202025-02-10%20113800%20%282%29.jpg,No Published Date,No Tags
France 24,No Author,كولومبيا: الآلاف يفرون من عنف الجماعات المسلحة,No Content,No Description,https://www.france24.com//observers.france24.com/ar/برامج/مراقبون/20250206-كولومبيا-الآلاف-يفرون-من-عنف-الجماعات-المسلحة,https://s.observers.france24.com/media/display/6b64a6b2-e474-11ef-b549-005056bf30b7/w:388/p:16x9/capture%20d%27ecran%202025-02-06%20104232.jpg,No Published Date,أمريكا
France 24,No Author,الصين: مشروع إنزال عسكري في تايوان؟,No Content,No Description,https://www.france24.com//observers.france24.com/ar/برامج/مراقبون/20250206-الصين-مشروع-إنزال-عسكري-في-تايوان,https://s.observers.france24.com/media/display/ab1430ae-e477-11ef-8d7b-005056a97e36/w:388/p:16x9/capture%20d%27ecran%202025-02-06%20114403.jpg,No Published Date,آسيا
France 24,No Author,أفغانستان: ناشط مدني يقدم الدروس للأطفال في الشوارع والقرى النائية,No Content,No Description,https://www.france24.com//observers.france24.com/ar/asie-pacifique/20250206-أفغانستان-ناشط-مدني-يقدم-الدروس-للأطفال-في-الشوارع-والقرى-النائية,No Image URL,No Published Date,آسيا
France 24,No Author,"هل هددت هيئة تحرير الشام بحرق كاتدرائية نوتردام في باريس؟ فيديو مفبرك ""بتركيب سخيف وغير منطقي""",No Content,No Description,https://www.france24.com//observers.france24.com/ar/الشرق-الأوسط/20250131-notre-dame-menace-htc-syrie-faux-fake-news,No Image URL,No Published Date,الشرق الأوسط
France 24,No Author,"هند قبوات: ""النساء السوريات هنَّ من حافظن على تماسك المجتمع السوري""",No Content,No Description,https://www.france24.com/ar/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC/%D8%B6%D9%8A%D9%81-%D9%88%D9%85%D8%B3%D9%8A%D8%B1%D8%A9/20250215-%D8%B6%D9%8A%D9%81-%D9%88%D9%85%D8%B3%D9%8A02025-02-14-11-32-ar-wb-ptw-2-daif-wa-massira-hind-kabawat2-14-11-32-ar-wb-ptw-2-daif-wa-massira-hind-kabawat,No Image URL,No Published Date,مجتمع
France 24,No Author,البرازيل: تطبيقات نظام تحديد المواقع العالمي تتسبب بمقتل سُياح بريو دي جانيرو,No Content,No Description,https://www.france24.com/ar/%D9%85%D8%AC%D8%AA%D9%85%D8%B9/20250215-%D8%A7%D9%84%D8%A8%D8%B1%D8%A7%D8%B2%D9%8A%D9%84-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D9%86%D8%B8%D8%A7%D9%85-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AF-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A-%D8%AA%D8%AA%D8%B3%D8%A8%D8%A8-%D8%A8%D9%85%D9%82%D8%AA%D9%84-%D8%B3%D9%8F%D9%8A%D8%A7%D8%AD-%D8%A8%D8%B1%D9%8A%D9%88-%D8%AF%D9%8A-%D8%AC%D8%A7%D9%86%D9%8A%D8%B1%D9%88,No Image URL,No Published Date,مجتمع
France 24,No Author,هل النساء تحب بطريقة مختلفة عن الرجال؟,No Content,No Description,https://www.france24.com/ar/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC/%D9%87%D9%8A-%D8%A7%D9%84%D8%AD%D8%AF%D8%AB/20250214-%D9%87%D9%84-%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A1-%D8%AA%D8%AD%D8%A8-%D8%A8%D8%B7%D8%B1%D9%8A%D9%82%D8%A9-%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9-%D8%B9%D9%86-%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D9%84,No Image URL,No Published Date,مجتمع
France 24,No Author,المغرب.. شبان يحاولون الهجرة عبر الشاحنات!,No Content,No Description,https://www.france24.com/ar/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC/%D8%A8%D8%A7%D8%A8-%D8%A7%D9%84%D9%88%D9%8A%D8%A8/20250214-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8-%D8%B4%D8%A8%D8%A7%D9%86-%D9%8A%D8%AD%D8%A7%D9%88%D9%84%D9%88%D9%86-%D8%A7%D9%84%D9%87%D8%AC%D8%B1%D8%A9-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%B4%D8%A7%D8%AD%D9%86%D8%A7%D8%AA,No Image URL,No Published Date,مجتمع
France 24,No Author,الجزائري نبيل بن طالب يهدي الفوز لفريقه ليل بعد غياب طويل بسبب أزمة قلبية,No Content,No Description,https://www.france24.com/ar/%D8%B1%D9%8A%D8%A7%D8%B6%D8%A9/20250217-%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1%D9%8A-%D9%86%D8%A8%D9%8A%D9%84-%D8%A8%D9%86-%D8%B7%D8%A7%D9%84%D8%A8-%D9%8A%D9%87%D8%AF%D9%8A-%D8%A7%D9%84%D9%81%D9%88%D8%B2-%D9%84%D9%81%D8%B1%D9%8A%D9%82%D9%87-%D9%84%D9%8A%D9%84-%D8%A8%D8%B9%D8%AF-%D8%BA%D9%8A%D8%A7%D8%A8-%D8%B7%D9%88%D9%8A%D9%84-%D8%A8%D8%B3%D8%A8-%D8%A3%D8%B2%D9%85%D8%A9-%D9%82%D9%84%D8%A8%D9%8A%D8%A9,No Image URL,No Published Date,رياضة
France 24,No Author,الدوري الفرنسي: ليون يقسو على مونبلييه برباعية والمغربي الملالي يمنح أنجيه فوزا ثمينا,No Content,No Description,https://www.france24.com/ar/%D8%B1%D9%8A%D8%A7%D8%B6%D8%A9/20250216-%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D9%81%D8%B1%D9%86%D8%B3%D9%8A-%D9%84%D9%8A%D9%88%D9%86-%D9%8A%D9%82%D8%B3%D9%88-%D8%B9%D9%84%D9%89-%D9%85%D9%88%D9%86%D8%A8%D9%84%D9%8A%D9%8A%D9%87-%D8%A8%D8%B1%D8%A8%D8%A7%D8%B9%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8%D9%8A-%D8%A7%D9%84%D9%85%D9%84%D8%A7%D9%84%D9%8A-%D9%8A%D9%85%D9%86%D8%AD-%D8%A3%D9%86%D8%AC%D9%8A%D9%87-%D9%81%D9%88%D8%B2%D8%A7-%D8%AB%D9%85%D9%8A%D9%86%D8%A7,No Image URL,No Published Date,رياضة
France 24,No Author,"ديدييه ديشان: زيدان ""مرشح طبيعي وجيد للغاية"" لتدريب المنتخب الفرنسي",No Content,No Description,https://www.france24.com/ar/%D8%B1%D9%8A%D8%A7%D8%B6%D8%A9/20250214-%D8%AF%D9%8A%D8%AF%D9%8A%D9%8A%D9%87-%D8%AF%D9%8A%D8%B4%D8%A7%D9%86-%D8%B2%D9%8A%D8%AF%D8%A7%D9%86-%D9%85%D8%B1%D8%B4%D8%AD-%D8%B7%D8%A8%D9%8A%D8%B9%D9%8A-%D9%88%D8%AC%D9%8A%D8%AF-%D9%84%D9%84%D8%BA%D8%A7%D9%8A%D8%A9-%D9%84%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AE%D8%A8-%D8%A7%D9%84%D9%81%D8%B1%D9%86%D8%B3%D9%8A,No Image URL,No Published Date,رياضة
France 24,No Author,رونالدو الأعلى دخلا للعام الثاني على التوالي في قائمة خالية من أي رياضية,No Content,No Description,https://www.france24.com/ar/%D8%B1%D9%8A%D8%A7%D8%B6%D8%A9/20250213-%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF%D9%88-%D8%A7%D9%84%D8%A3%D8%B9%D9%84%D9%89-%D8%AF%D8%AE%D9%84%D8%A7-%D9%84%D9%84%D8%B9%D8%A7%D9%85-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AA%D9%88%D8%A7%D9%84%D9%8A-%D9%81%D9%8A-%D9%82%D8%A7%D8%A6%D9%85%D8%A9-%D8%AE%D8%A7%D9%84%D9%8A%D8%A9-%D9%85%D9%86-%D8%A3%D9%8A-%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A%D8%A9,No Image URL,No Published Date,رياضة
France 24,No Author,"ماسك يستعد لإطلاق برنامج ""غروك 3"" ويصفه بأذكى برنامج ذكاء اصطناعي في العالم",No Content,No Description,https://www.france24.com/ar/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC/%D8%A7%D9%84%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D9%8A%D9%88%D9%85/20250217-%D9%85%D8%A7%D8%B3%D9%83-%D9%8A%D8%B3%D8%AA%D8%B9%D8%AF-%D9%84%D8%A5%D8%B7%D9%84%D8%A7%D9%82-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%BA%D8%B1%D9%88%D9%83-3-%D9%88%D9%8A%D8%B5%D9%81%D9%87-%D8%A8%D8%A3%D8%B0%D9%83%D9%89-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85-1,No Image URL,No Published Date,اقتصاد
France 24,No Author,"ماسك يستعد لإطلاق برنامج ""غروك 3"" ويصفه بأذكى برنامج ذكاء اصطناعي في العالم",No Content,No Description,https://www.france24.com/ar/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC/%D8%A7%D9%84%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D9%8A%D9%88%D9%85/20250217-%D9%85%D8%A7%D8%B3%D9%83-%D9%8A%D8%B3%D8%AA%D8%B9%D8%AF-%D9%84%D8%A5%D8%B7%D9%84%D8%A7%D9%82-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%BA%D8%B1%D9%88%D9%83-3-%D9%88%D9%8A%D8%B5%D9%81%D9%87-%D8%A8%D8%A3%D8%B0%D9%83%D9%89-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85,No Image URL,No Published Date,اقتصاد
France 24,No Author,ما المخاطر الاقتصادية بعد ارتفاع أسعار الغاز في أوروبا إلى أعلى مستوياتها منذ عامين؟,No Content,No Description,https://www.france24.com/ar/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC/%D8%A7%D9%84%D8%A3%D8%B3%D8%A8%D9%88%D8%B9-%D8%A7%D9%84%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%D9%8A/20250214-%D9%85%D8%A7-%D8%A7%D9%84%D9%85%D8%AE%D8%A7%D8%B7%D8%B1-%D8%A7%D9%84%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%D9%8A%D8%A9-%D8%A8%D8%B9%D8%AF-%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7%D9%84%D8%BA%D8%A7%D8%B2-%D9%81%D9%8A-%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D8%A7-%D8%A5%D9%84%D9%89-%D8%A3%D8%B9%D9%84%D9%89-%D9%85%D8%B3%D8%AA%D9%88%D9%8A%D8%A7%D8%AA%D9%87%D8%A7-%D9%85%D9%86%D8%B0-%D8%B9%D8%A7%D9%85%D9%8A%D9%86,No Image URL,No Published Date,اقتصاد
